count,movie_title,imdb_score,year,gross,budget,profit_markup_pr,continent,genre,mycolor,num_critic_for_reviews,country,lat,long,code
1,Trade ,7.5,2007,214202,12000000,-98,Europe,Drama,loss,69,Germany,52.51666667,13.4,DE
1,Trade ,7.5,2007,214202,12000000,-98,Europe,Thriller,loss,69,Germany,52.51666667,13.4,DE
1,Serving Sara ,5.3,2002,16930185,29000000,-42,Europe,Comedy,loss,64,Germany,52.51666667,13.4,DE
1,Serving Sara ,5.3,2002,16930185,29000000,-42,Europe,Romance,loss,64,Germany,52.51666667,13.4,DE
1,Jarhead ,7.1,2005,62647540,70000000,-11,Europe,Action,loss,262,Germany,52.51666667,13.4,DE
1,Jarhead ,7.1,2005,62647540,70000000,-11,Europe,Drama,loss,262,Germany,52.51666667,13.4,DE
1,Jarhead ,7.1,2005,62647540,70000000,-11,Europe,War,loss,262,Germany,52.51666667,13.4,DE
1,Blood Diamond ,8,2006,57366262,100000000,-43,Europe,Adventure,loss,166,Germany,52.51666667,13.4,DE
1,Blood Diamond ,8,2006,57366262,100000000,-43,Europe,Drama,loss,166,Germany,52.51666667,13.4,DE
1,Blood Diamond ,8,2006,57366262,100000000,-43,Europe,Thriller,loss,166,Germany,52.51666667,13.4,DE
1,Zoolander ,6.6,2001,45162741,28000000,61,Europe,Comedy,profit,135,Germany,52.51666667,13.4,DE
1,Pandorum ,6.8,2009,10326062,33000000,-69,Europe,Action,loss,219,Germany,52.51666667,13.4,DE
1,Pandorum ,6.8,2009,10326062,33000000,-69,Europe,Horror,loss,219,Germany,52.51666667,13.4,DE
1,Pandorum ,6.8,2009,10326062,33000000,-69,Europe,Mystery,loss,219,Germany,52.51666667,13.4,DE
1,Pandorum ,6.8,2009,10326062,33000000,-69,Europe,Sci-Fi,loss,219,Germany,52.51666667,13.4,DE
1,Pandorum ,6.8,2009,10326062,33000000,-69,Europe,Thriller,loss,219,Germany,52.51666667,13.4,DE
1,City of Angels ,6.7,1998,78745923,55000000,43,Europe,Drama,profit,110,Germany,52.51666667,13.4,DE
1,City of Angels ,6.7,1998,78745923,55000000,43,Europe,Fantasy,profit,110,Germany,52.51666667,13.4,DE
1,City of Angels ,6.7,1998,78745923,55000000,43,Europe,Romance,profit,110,Germany,52.51666667,13.4,DE
1,Midnight Special ,6.7,2016,3707794,18000000,-79,Europe,Adventure,loss,263,Greece,37.98333333,23.733333,GR
1,Midnight Special ,6.7,2016,3707794,18000000,-79,Europe,Drama,loss,263,Greece,37.98333333,23.733333,GR
1,Midnight Special ,6.7,2016,3707794,18000000,-79,Europe,Sci-Fi,loss,263,Greece,37.98333333,23.733333,GR
1,Midnight Special ,6.7,2016,3707794,18000000,-79,Europe,Thriller,loss,263,Greece,37.98333333,23.733333,GR
1,My Blueberry Nights ,6.7,2007,866778,10000000,-91,Asia,Drama,loss,192,Hong Kong,22.3193,114.15769,HK
1,My Blueberry Nights ,6.7,2007,866778,10000000,-91,Asia,Romance,loss,192,Hong Kong,22.3193,114.15769,HK
1,TMNT ,6.3,2007,54132596,34000000,59,Asia,Action,profit,191,Hong Kong,22.3193,114.15769,HK
1,TMNT ,6.3,2007,54132596,34000000,59,Asia,Adventure,profit,191,Hong Kong,22.3193,114.15769,HK
1,TMNT ,6.3,2007,54132596,34000000,59,Asia,Animation,profit,191,Hong Kong,22.3193,114.15769,HK
1,TMNT ,6.3,2007,54132596,34000000,59,Asia,Comedy,profit,191,Hong Kong,22.3193,114.15769,HK
1,TMNT ,6.3,2007,54132596,34000000,59,Asia,Family,profit,191,Hong Kong,22.3193,114.15769,HK
1,TMNT ,6.3,2007,54132596,34000000,59,Asia,Fantasy,profit,191,Hong Kong,22.3193,114.15769,HK
1,TMNT ,6.3,2007,54132596,34000000,59,Asia,Sci-Fi,profit,191,Hong Kong,22.3193,114.15769,HK
1,2046 ,7.5,2004,261481,12000000,-98,Asia,Drama,loss,194,Hong Kong,22.3193,114.15769,HK
1,2046 ,7.5,2004,261481,12000000,-98,Asia,Romance,loss,194,Hong Kong,22.3193,114.15769,HK
1,2046 ,7.5,2004,261481,12000000,-98,Asia,Sci-Fi,loss,194,Hong Kong,22.3193,114.15769,HK
1,The Medallion ,5.2,2003,22108977,41000000,-46,Asia,Action,loss,98,Hong Kong,22.3193,114.15769,HK
1,The Medallion ,5.2,2003,22108977,41000000,-46,Asia,Comedy,loss,98,Hong Kong,22.3193,114.15769,HK
1,The Medallion ,5.2,2003,22108977,41000000,-46,Asia,Fantasy,loss,98,Hong Kong,22.3193,114.15769,HK
1,Ip Man 3 ,7.2,2015,2126511,36000000,-94,Asia,Action,loss,78,Hong Kong,22.3193,114.15769,HK
1,Ip Man 3 ,7.2,2015,2126511,36000000,-94,Asia,Biography,loss,78,Hong Kong,22.3193,114.15769,HK
1,Ip Man 3 ,7.2,2015,2126511,36000000,-94,Asia,Drama,loss,78,Hong Kong,22.3193,114.15769,HK
1,Ip Man 3 ,7.2,2015,2126511,36000000,-94,Asia,History,loss,78,Hong Kong,22.3193,114.15769,HK
1,Shaolin Soccer ,7.3,2001,488872,10000000,-95,Asia,Action,loss,246,Hong Kong,22.3193,114.15769,HK
1,Shaolin Soccer ,7.3,2001,488872,10000000,-95,Asia,Comedy,loss,246,Hong Kong,22.3193,114.15769,HK
1,Shaolin Soccer ,7.3,2001,488872,10000000,-95,Asia,Sport,loss,246,Hong Kong,22.3193,114.15769,HK
1,Kung Fu Hustle ,7.8,2004,17104669,20000000,-14,Asia,Action,loss,377,Hong Kong,22.3193,114.15769,HK
1,Kung Fu Hustle ,7.8,2004,17104669,20000000,-14,Asia,Comedy,loss,377,Hong Kong,22.3193,114.15769,HK
1,Kung Fu Hustle ,7.8,2004,17104669,20000000,-14,Asia,Crime,loss,377,Hong Kong,22.3193,114.15769,HK
1,Kung Fu Hustle ,7.8,2004,17104669,20000000,-14,Asia,Fantasy,loss,377,Hong Kong,22.3193,114.15769,HK
1,The Legend of Drunken Master ,7.6,1994,11546543,2000000,477,Asia,Action,profit,77,Hong Kong,22.3193,114.15769,HK
1,The Legend of Drunken Master ,7.6,1994,11546543,2000000,477,Asia,Comedy,profit,77,Hong Kong,22.3193,114.15769,HK
1,Astro Boy ,6.3,2009,19548064,65000000,-70,Asia,Action,loss,138,Hong Kong,22.3193,114.15769,HK
1,Astro Boy ,6.3,2009,19548064,65000000,-70,Asia,Animation,loss,138,Hong Kong,22.3193,114.15769,HK
1,Astro Boy ,6.3,2009,19548064,65000000,-70,Asia,Comedy,loss,138,Hong Kong,22.3193,114.15769,HK
1,Astro Boy ,6.3,2009,19548064,65000000,-70,Asia,Family,loss,138,Hong Kong,22.3193,114.15769,HK
1,Astro Boy ,6.3,2009,19548064,65000000,-70,Asia,Sci-Fi,loss,138,Hong Kong,22.3193,114.15769,HK
1,The Warlords ,7.1,2007,128978,40000000,-100,Asia,Action,loss,106,Hong Kong,22.3193,114.15769,HK
1,The Warlords ,7.1,2007,128978,40000000,-100,Asia,Drama,loss,106,Hong Kong,22.3193,114.15769,HK
1,The Warlords ,7.1,2007,128978,40000000,-100,Asia,History,loss,106,Hong Kong,22.3193,114.15769,HK
1,The Warlords ,7.1,2007,128978,40000000,-100,Asia,Romance,loss,106,Hong Kong,22.3193,114.15769,HK
1,The Warlords ,7.1,2007,128978,40000000,-100,Asia,War,loss,106,Hong Kong,22.3193,114.15769,HK
1,Rumble in the Bronx ,6.7,1995,32333860,7500000,331,Asia,Action,profit,62,Hong Kong,22.3193,114.15769,HK
1,Rumble in the Bronx ,6.7,1995,32333860,7500000,331,Asia,Comedy,profit,62,Hong Kong,22.3193,114.15769,HK
1,The Grandmaster ,6.5,2013,6594136,38600000,-83,Asia,Action,loss,273,Hong Kong,22.3193,114.15769,HK
1,The Grandmaster ,6.5,2013,6594136,38600000,-83,Asia,Biography,loss,273,Hong Kong,22.3193,114.15769,HK
1,The Grandmaster ,6.5,2013,6594136,38600000,-83,Asia,Drama,loss,273,Hong Kong,22.3193,114.15769,HK
1,Exiled ,7.3,2006,49413,35000000,-100,Asia,Action,loss,98,Hong Kong,22.3193,114.15769,HK
1,Exiled ,7.3,2006,49413,35000000,-100,Asia,Crime,loss,98,Hong Kong,22.3193,114.15769,HK
1,Exiled ,7.3,2006,49413,35000000,-100,Asia,Thriller,loss,98,Hong Kong,22.3193,114.15769,HK
1,Monte Carlo ,5.8,2011,23179303,20000000,16,Europe,Adventure,profit,94,Hungary,47.5,19.083333,HU
1,Monte Carlo ,5.8,2011,23179303,20000000,16,Europe,Comedy,profit,94,Hungary,47.5,19.083333,HU
1,Monte Carlo ,5.8,2011,23179303,20000000,16,Europe,Family,profit,94,Hungary,47.5,19.083333,HU
1,Monte Carlo ,5.8,2011,23179303,20000000,16,Europe,Romance,profit,94,Hungary,47.5,19.083333,HU
1,Fateless ,7.1,2005,195888,2500000000,-100,Europe,Drama,loss,73,Hungary,47.5,19.083333,HU
1,Fateless ,7.1,2005,195888,2500000000,-100,Europe,Romance,loss,73,Hungary,47.5,19.083333,HU
1,Fateless ,7.1,2005,195888,2500000000,-100,Europe,War,loss,73,Hungary,47.5,19.083333,HU
1,The Good Heart ,6.9,2009,19959,3800000,-99,Europe,Drama,loss,61,Iceland,64.15,-21.95,IS
1,Of Horses and Men ,6.9,2013,11835,10000000,-100,Europe,Comedy,loss,66,Iceland,64.15,-21.95,IS
1,Of Horses and Men ,6.9,2013,11835,10000000,-100,Europe,Drama,loss,66,Iceland,64.15,-21.95,IS
1,Of Horses and Men ,6.9,2013,11835,10000000,-100,Europe,Romance,loss,66,Iceland,64.15,-21.95,IS
1,Chocolate: Deep Dark Secrets ,4.8,2005,49000,1500000,-97,Asia,Thriller,loss,4,India,28.6,77.2,IN
1,Veer-Zaara ,7.9,2004,2921738,7000000,-58,Asia,Drama,loss,29,India,28.6,77.2,IN
1,Veer-Zaara ,7.9,2004,2921738,7000000,-58,Asia,Musical,loss,29,India,28.6,77.2,IN
1,Veer-Zaara ,7.9,2004,2921738,7000000,-58,Asia,Romance,loss,29,India,28.6,77.2,IN
1,Jab Tak Hai Jaan ,6.9,2012,3047539,7217600,-58,Asia,Drama,loss,50,India,28.6,77.2,IN
1,Jab Tak Hai Jaan ,6.9,2012,3047539,7217600,-58,Asia,Romance,loss,50,India,28.6,77.2,IN
1,My Name Is Khan ,8,2010,4018695,12000000,-67,Asia,Adventure,loss,210,India,28.6,77.2,IN
1,My Name Is Khan ,8,2010,4018695,12000000,-67,Asia,Drama,loss,210,India,28.6,77.2,IN
1,My Name Is Khan ,8,2010,4018695,12000000,-67,Asia,Thriller,loss,210,India,28.6,77.2,IN
1,Dil Jo Bhi Kahey... ,5.1,2005,129319,70000000,-100,Asia,Romance,loss,4,India,28.6,77.2,IN
1,Neal 'N' Nikki ,3.3,2005,100358,1500000,-93,Asia,Comedy,loss,5,India,28.6,77.2,IN
1,Neal 'N' Nikki ,3.3,2005,100358,1500000,-93,Asia,Musical,loss,5,India,28.6,77.2,IN
1,Neal 'N' Nikki ,3.3,2005,100358,1500000,-93,Asia,Romance,loss,5,India,28.6,77.2,IN
1,Kites ,6,2010,1602466,600000000,-100,Asia,Action,loss,41,India,28.6,77.2,IN
1,Kites ,6,2010,1602466,600000000,-100,Asia,Drama,loss,41,India,28.6,77.2,IN
1,Kites ,6,2010,1602466,600000000,-100,Asia,Romance,loss,41,India,28.6,77.2,IN
1,Kites ,6,2010,1602466,600000000,-100,Asia,Thriller,loss,41,India,28.6,77.2,IN
1,Fiza ,6.2,2000,610991,1000000,-39,Asia,Drama,loss,1,India,28.6,77.2,IN
1,Fiza ,6.2,2000,610991,1000000,-39,Asia,Romance,loss,1,India,28.6,77.2,IN
1,The Lunchbox ,7.8,2013,4231500,1000000,323,Asia,Drama,profit,195,India,28.6,77.2,IN
1,The Lunchbox ,7.8,2013,4231500,1000000,323,Asia,Romance,profit,195,India,28.6,77.2,IN
1,Paa ,7.2,2009,199228,150000000,-100,Asia,Comedy,loss,12,India,28.6,77.2,IN
1,Paa ,7.2,2009,199228,150000000,-100,Asia,Drama,loss,12,India,28.6,77.2,IN
1,Baahubali: The Beginning ,8.4,2015,6498000,18026148,-64,Asia,Action,loss,44,India,28.6,77.2,IN
1,Baahubali: The Beginning ,8.4,2015,6498000,18026148,-64,Asia,Adventure,loss,44,India,28.6,77.2,IN
1,Baahubali: The Beginning ,8.4,2015,6498000,18026148,-64,Asia,Drama,loss,44,India,28.6,77.2,IN
1,Baahubali: The Beginning ,8.4,2015,6498000,18026148,-64,Asia,Fantasy,loss,44,India,28.6,77.2,IN
1,Baahubali: The Beginning ,8.4,2015,6498000,18026148,-64,Asia,War,loss,44,India,28.6,77.2,IN
1,Kabhi Alvida Naa Kehna ,6,2006,3275443,700000000,-100,Asia,Drama,loss,20,India,28.6,77.2,IN
1,Monsoon Wedding ,7.4,2001,13876974,7000000,98,Asia,Comedy,profit,137,India,28.6,77.2,IN
1,Monsoon Wedding ,7.4,2001,13876974,7000000,98,Asia,Drama,profit,137,India,28.6,77.2,IN
1,Monsoon Wedding ,7.4,2001,13876974,7000000,98,Asia,Romance,profit,137,India,28.6,77.2,IN
1,The Raid: Redemption ,7.6,2011,4105123,1100000,273,Asia,Action,profit,481,Indonesia,-6.166666667,106.816667,ID
1,The Raid: Redemption ,7.6,2011,4105123,1100000,273,Asia,Crime,profit,481,Indonesia,-6.166666667,106.816667,ID
1,The Raid: Redemption ,7.6,2011,4105123,1100000,273,Asia,Thriller,profit,481,Indonesia,-6.166666667,106.816667,ID
1,Children of Heaven ,8.5,1997,925402,180000,414,Asia,Drama,profit,46,Iran,35.7,51.416667,IR
1,Children of Heaven ,8.5,1997,925402,180000,414,Asia,Family,profit,46,Iran,35.7,51.416667,IR
1,The Circle ,7.5,2000,673780,10000,6638,Asia,Drama,profit,64,Iran,35.7,51.416667,IR
1,A Separation ,8.4,2011,7098492,500000,1320,Asia,Drama,profit,354,Iran,35.7,51.416667,IR
1,A Separation ,8.4,2011,7098492,500000,1320,Asia,Mystery,profit,354,Iran,35.7,51.416667,IR
1,The Guard ,7.3,2011,5359774,6000000,-11,Europe,Comedy,loss,261,Ireland,53.31666667,-6.233333,IE
1,The Guard ,7.3,2011,5359774,6000000,-11,Europe,Crime,loss,261,Ireland,53.31666667,-6.233333,IE
1,The Guard ,7.3,2011,5359774,6000000,-11,Europe,Thriller,loss,261,Ireland,53.31666667,-6.233333,IE
1,Haywire ,5.8,2011,18934858,23000000,-18,Europe,Action,loss,394,Ireland,53.31666667,-6.233333,IE
1,Haywire ,5.8,2011,18934858,23000000,-18,Europe,Thriller,loss,394,Ireland,53.31666667,-6.233333,IE
1,Veronica Guerin ,6.9,2003,1569918,17000000,-91,Europe,Biography,loss,106,Ireland,53.31666667,-6.233333,IE
1,Veronica Guerin ,6.9,2003,1569918,17000000,-91,Europe,Crime,loss,106,Ireland,53.31666667,-6.233333,IE
1,Veronica Guerin ,6.9,2003,1569918,17000000,-91,Europe,Drama,loss,106,Ireland,53.31666667,-6.233333,IE
1,Veronica Guerin ,6.9,2003,1569918,17000000,-91,Europe,Thriller,loss,106,Ireland,53.31666667,-6.233333,IE
1,Once ,7.9,2007,9437933,180000,5143,Europe,Drama,profit,232,Ireland,53.31666667,-6.233333,IE
1,Once ,7.9,2007,9437933,180000,5143,Europe,Music,profit,232,Ireland,53.31666667,-6.233333,IE
1,Once ,7.9,2007,9437933,180000,5143,Europe,Romance,profit,232,Ireland,53.31666667,-6.233333,IE
1,Laws of Attraction ,5.9,2004,17848322,28000000,-36,Europe,Comedy,loss,90,Ireland,53.31666667,-6.233333,IE
1,Laws of Attraction ,5.9,2004,17848322,28000000,-36,Europe,Romance,loss,90,Ireland,53.31666667,-6.233333,IE
1,Ondine ,6.8,2009,548934,12000000,-95,Europe,Drama,loss,123,Ireland,53.31666667,-6.233333,IE
1,Ondine ,6.8,2009,548934,12000000,-95,Europe,Mystery,loss,123,Ireland,53.31666667,-6.233333,IE
1,Ondine ,6.8,2009,548934,12000000,-95,Europe,Romance,loss,123,Ireland,53.31666667,-6.233333,IE
1,Room ,8.3,2015,14677654,13000000,13,Europe,Drama,profit,421,Ireland,53.31666667,-6.233333,IE
1,The Bubble ,7.3,2006,155972,1500000,-90,Asia,Comedy,loss,51,Israel,31.76666667,35.233333,IL
1,The Bubble ,7.3,2006,155972,1500000,-90,Asia,Drama,loss,51,Israel,31.76666667,35.233333,IL
1,The Bubble ,7.3,2006,155972,1500000,-90,Asia,Romance,loss,51,Israel,31.76666667,35.233333,IL
1,Waltz with Bashir ,8,2008,2283276,1500000,52,Asia,Animation,profit,231,Israel,31.76666667,35.233333,IL
1,Waltz with Bashir ,8,2008,2283276,1500000,52,Asia,Biography,profit,231,Israel,31.76666667,35.233333,IL
1,Waltz with Bashir ,8,2008,2283276,1500000,52,Asia,Documentary,profit,231,Israel,31.76666667,35.233333,IL
1,Waltz with Bashir ,8,2008,2283276,1500000,52,Asia,Drama,profit,231,Israel,31.76666667,35.233333,IL
1,Waltz with Bashir ,8,2008,2283276,1500000,52,Asia,History,profit,231,Israel,31.76666667,35.233333,IL
1,Waltz with Bashir ,8,2008,2283276,1500000,52,Asia,War,profit,231,Israel,31.76666667,35.233333,IL
1,Tea with Mussolini ,6.9,1999,14348123,12000000,20,Europe,Comedy,profit,62,Italy,41.9,12.483333,IT
1,Tea with Mussolini ,6.9,1999,14348123,12000000,20,Europe,Drama,profit,62,Italy,41.9,12.483333,IT
1,Tea with Mussolini ,6.9,1999,14348123,12000000,20,Europe,War,profit,62,Italy,41.9,12.483333,IT
1,The Best Offer ,7.8,2013,85433,13500000,-99,Europe,Crime,loss,124,Italy,41.9,12.483333,IT
1,The Best Offer ,7.8,2013,85433,13500000,-99,Europe,Drama,loss,124,Italy,41.9,12.483333,IT
1,The Best Offer ,7.8,2013,85433,13500000,-99,Europe,Mystery,loss,124,Italy,41.9,12.483333,IT
1,The Best Offer ,7.8,2013,85433,13500000,-99,Europe,Romance,loss,124,Italy,41.9,12.483333,IT
1,Two Evil Eyes ,6.1,1990,349618,9000000,-96,Europe,Horror,loss,76,Italy,41.9,12.483333,IT
1,Once Upon a Time in America ,8.4,1984,5300000,30000000,-82,Europe,Crime,loss,111,Italy,41.9,12.483333,IT
1,Once Upon a Time in America ,8.4,1984,5300000,30000000,-82,Europe,Drama,loss,111,Italy,41.9,12.483333,IT
1,The Great Beauty ,7.7,2013,2835886,9200000,-69,Europe,Drama,loss,280,Italy,41.9,12.483333,IT
1,"Remember Me, My Love ",6.5,2003,223878,5000000,-96,Europe,Comedy,loss,36,Italy,41.9,12.483333,IT
1,"Remember Me, My Love ",6.5,2003,223878,5000000,-96,Europe,Drama,loss,36,Italy,41.9,12.483333,IT
1,"Remember Me, My Love ",6.5,2003,223878,5000000,-96,Europe,Romance,loss,36,Italy,41.9,12.483333,IT
1,The Beyond ,6.9,1981,126387,400000,-68,Europe,Horror,loss,203,Italy,41.9,12.483333,IT
1,I Am Love ,7,2009,5004648,10000000,-50,Europe,Drama,loss,181,Italy,41.9,12.483333,IT
1,I Am Love ,7,2009,5004648,10000000,-50,Europe,Romance,loss,181,Italy,41.9,12.483333,IT
1,Dear Wendy ,6.6,2004,23106,50000000,-100,Europe,Comedy,loss,100,Italy,41.9,12.483333,IT
1,Dear Wendy ,6.6,2004,23106,50000000,-100,Europe,Crime,loss,100,Italy,41.9,12.483333,IT
1,Dear Wendy ,6.6,2004,23106,50000000,-100,Europe,Drama,loss,100,Italy,41.9,12.483333,IT
1,Dear Wendy ,6.6,2004,23106,50000000,-100,Europe,Romance,loss,100,Italy,41.9,12.483333,IT
1,Howl's Moving Castle ,8.2,2004,4710455,24000000,-80,Asia,Adventure,loss,212,Japan,35.68333333,139.75,JP
1,Howl's Moving Castle ,8.2,2004,4710455,24000000,-80,Asia,Animation,loss,212,Japan,35.68333333,139.75,JP
1,Howl's Moving Castle ,8.2,2004,4710455,24000000,-80,Asia,Family,loss,212,Japan,35.68333333,139.75,JP
1,Howl's Moving Castle ,8.2,2004,4710455,24000000,-80,Asia,Fantasy,loss,212,Japan,35.68333333,139.75,JP
1,Spirited Away ,8.6,2001,10049886,19000000,-47,Asia,Adventure,loss,246,Japan,35.68333333,139.75,JP
1,Spirited Away ,8.6,2001,10049886,19000000,-47,Asia,Animation,loss,246,Japan,35.68333333,139.75,JP
1,Spirited Away ,8.6,2001,10049886,19000000,-47,Asia,Family,loss,246,Japan,35.68333333,139.75,JP
1,Spirited Away ,8.6,2001,10049886,19000000,-47,Asia,Fantasy,loss,246,Japan,35.68333333,139.75,JP
1,The Secret Life of Pets ,6.8,2016,323505540,75000000,331,Asia,Animation,profit,165,Japan,35.68333333,139.75,JP
1,The Secret Life of Pets ,6.8,2016,323505540,75000000,331,Asia,Comedy,profit,165,Japan,35.68333333,139.75,JP
1,The Secret Life of Pets ,6.8,2016,323505540,75000000,331,Asia,Family,profit,165,Japan,35.68333333,139.75,JP
1,R100 ,6.1,2013,22770,5500000,-100,Asia,Comedy,loss,72,Japan,35.68333333,139.75,JP
1,R100 ,6.1,2013,22770,5500000,-100,Asia,Drama,loss,72,Japan,35.68333333,139.75,JP
1,Street Fighter ,3.8,1994,33423521,35000000,-5,Asia,Action,loss,63,Japan,35.68333333,139.75,JP
1,Street Fighter ,3.8,1994,33423521,35000000,-5,Asia,Adventure,loss,63,Japan,35.68333333,139.75,JP
1,Street Fighter ,3.8,1994,33423521,35000000,-5,Asia,Comedy,loss,63,Japan,35.68333333,139.75,JP
1,Street Fighter ,3.8,1994,33423521,35000000,-5,Asia,Thriller,loss,63,Japan,35.68333333,139.75,JP
1,One Missed Call ,3.9,2008,26876529,27000000,0,Asia,Horror,profit,141,Japan,35.68333333,139.75,JP
1,One Missed Call ,3.9,2008,26876529,27000000,0,Asia,Mystery,profit,141,Japan,35.68333333,139.75,JP
1,Princess Mononoke ,8.4,1997,2298191,2400000000,-100,Asia,Adventure,loss,174,Japan,35.68333333,139.75,JP
1,Princess Mononoke ,8.4,1997,2298191,2400000000,-100,Asia,Animation,loss,174,Japan,35.68333333,139.75,JP
1,Princess Mononoke ,8.4,1997,2298191,2400000000,-100,Asia,Fantasy,loss,174,Japan,35.68333333,139.75,JP
1,The Cure ,7.4,1997,94596,1000000,-91,Asia,Crime,loss,78,Japan,35.68333333,139.75,JP
1,The Cure ,7.4,1997,94596,1000000,-91,Asia,Horror,loss,78,Japan,35.68333333,139.75,JP
1,The Cure ,7.4,1997,94596,1000000,-91,Asia,Mystery,loss,78,Japan,35.68333333,139.75,JP
1,The Cure ,7.4,1997,94596,1000000,-91,Asia,Thriller,loss,78,Japan,35.68333333,139.75,JP
1,Steamboy ,6.9,2004,410388,2127519898,-100,Asia,Action,loss,105,Japan,35.68333333,139.75,JP
1,Steamboy ,6.9,2004,410388,2127519898,-100,Asia,Adventure,loss,105,Japan,35.68333333,139.75,JP
1,Steamboy ,6.9,2004,410388,2127519898,-100,Asia,Animation,loss,105,Japan,35.68333333,139.75,JP
1,Steamboy ,6.9,2004,410388,2127519898,-100,Asia,Family,loss,105,Japan,35.68333333,139.75,JP
1,Steamboy ,6.9,2004,410388,2127519898,-100,Asia,Sci-Fi,loss,105,Japan,35.68333333,139.75,JP
1,Steamboy ,6.9,2004,410388,2127519898,-100,Asia,Thriller,loss,105,Japan,35.68333333,139.75,JP
1,Trainwreck ,6.3,2015,110008260,35000000,214,Asia,Comedy,profit,332,Japan,35.68333333,139.75,JP
1,Trainwreck ,6.3,2015,110008260,35000000,214,Asia,Romance,profit,332,Japan,35.68333333,139.75,JP
1,Ponyo ,7.7,2008,15081783,34000000,-56,Asia,Adventure,loss,256,Japan,35.68333333,139.75,JP
1,Ponyo ,7.7,2008,15081783,34000000,-56,Asia,Animation,loss,256,Japan,35.68333333,139.75,JP
1,Ponyo ,7.7,2008,15081783,34000000,-56,Asia,Family,loss,256,Japan,35.68333333,139.75,JP
1,Ponyo ,7.7,2008,15081783,34000000,-56,Asia,Fantasy,loss,256,Japan,35.68333333,139.75,JP
1,Godzilla 2000 ,6,1999,10037390,1000000000,-99,Asia,Action,loss,107,Japan,35.68333333,139.75,JP
1,Godzilla 2000 ,6,1999,10037390,1000000000,-99,Asia,Adventure,loss,107,Japan,35.68333333,139.75,JP
1,Godzilla 2000 ,6,1999,10037390,1000000000,-99,Asia,Drama,loss,107,Japan,35.68333333,139.75,JP
1,Godzilla 2000 ,6,1999,10037390,1000000000,-99,Asia,Sci-Fi,loss,107,Japan,35.68333333,139.75,JP
1,Godzilla 2000 ,6,1999,10037390,1000000000,-99,Asia,Thriller,loss,107,Japan,35.68333333,139.75,JP
1,Madadayo ,7.5,1993,48856,11900000,-100,Asia,Drama,loss,25,Japan,35.68333333,139.75,JP
1,Akira ,8.1,1988,439162,1100000000,-100,Asia,Action,loss,150,Japan,35.68333333,139.75,JP
1,Akira ,8.1,1988,439162,1100000000,-100,Asia,Animation,loss,150,Japan,35.68333333,139.75,JP
1,Akira ,8.1,1988,439162,1100000000,-100,Asia,Sci-Fi,loss,150,Japan,35.68333333,139.75,JP
1,The Quick and the Dead ,6.4,1995,18636537,32000000,-42,Asia,Action,loss,63,Japan,35.68333333,139.75,JP
1,The Quick and the Dead ,6.4,1995,18636537,32000000,-42,Asia,Thriller,loss,63,Japan,35.68333333,139.75,JP
1,The Quick and the Dead ,6.4,1995,18636537,32000000,-42,Asia,Western,loss,63,Japan,35.68333333,139.75,JP
1,"Buen DÃ­a, RamÃ³n ",7.7,2013,100412,4000000,-97,Central America,Drama,loss,26,Mexico,19.43333333,-99.133333,MX
1,Amores Perros ,8.1,2000,5383834,2000000,169,Central America,Drama,profit,157,Mexico,19.43333333,-99.133333,MX
1,Amores Perros ,8.1,2000,5383834,2000000,169,Central America,Thriller,profit,157,Mexico,19.43333333,-99.133333,MX
1,For Greater Glory: The True Story of Cristiada ,6.6,2012,5669081,10818775,-48,Central America,Drama,loss,43,Mexico,19.43333333,-99.133333,MX
1,For Greater Glory: The True Story of Cristiada ,6.6,2012,5669081,10818775,-48,Central America,History,loss,43,Mexico,19.43333333,-99.133333,MX
1,For Greater Glory: The True Story of Cristiada ,6.6,2012,5669081,10818775,-48,Central America,War,loss,43,Mexico,19.43333333,-99.133333,MX
1,La otra conquista ,6.8,1998,886410,3500000,-75,Central America,Drama,loss,39,Mexico,19.43333333,-99.133333,MX
1,La otra conquista ,6.8,1998,886410,3500000,-75,Central America,History,loss,39,Mexico,19.43333333,-99.133333,MX
1,Compadres ,5,2016,3105269,3000000,4,Central America,Action,profit,5,Mexico,19.43333333,-99.133333,MX
1,Compadres ,5,2016,3105269,3000000,4,Central America,Comedy,profit,5,Mexico,19.43333333,-99.133333,MX
1,"Cinco de Mayo, La Batalla ",6.2,2013,169379,10000000,-98,Central America,Drama,loss,12,Mexico,19.43333333,-99.133333,MX
1,"Cinco de Mayo, La Batalla ",6.2,2013,169379,10000000,-98,Central America,History,loss,12,Mexico,19.43333333,-99.133333,MX
1,"Cinco de Mayo, La Batalla ",6.2,2013,169379,10000000,-98,Central America,War,loss,12,Mexico,19.43333333,-99.133333,MX
1,El crimen del padre Amaro ,6.8,2002,5709616,1800000,217,Central America,Drama,profit,85,Mexico,19.43333333,-99.133333,MX
1,El crimen del padre Amaro ,6.8,2002,5709616,1800000,217,Central America,Romance,profit,85,Mexico,19.43333333,-99.133333,MX
1,Instructions Not Included ,7.6,2013,44456509,5000000,789,Central America,Comedy,profit,41,Mexico,19.43333333,-99.133333,MX
1,Instructions Not Included ,7.6,2013,44456509,5000000,789,Central America,Drama,profit,41,Mexico,19.43333333,-99.133333,MX
1,Little Boy ,7.4,2015,6420319,20000000,-68,Central America,Drama,loss,45,Mexico,19.43333333,-99.133333,MX
